,buy,wallet,bitcoin,get,start,price,last,day,ope,feature,global,payment,miss,exchange,latest,continue,bitcoincom,cryptocurrency,trading,digital,currency,bitcoins,new,follow,announce,large,user,year,financial,market,world,platform,money,blockchain,asset,launch,firm,first,use,one,case,big,technology,service,make,say,fund,central,bank,satoshi,month,reveal,trade,see,cash,million,company,mining,security,featured,update,jamie,redman,project,high,government,App,billion,finance,investment,create,mine,show,network,report,investor,coin,offer,crypto,regulation,revolution,btc,week,plan,cryptocurrencies,token,hour,ago,bch,Open time
20190429,0,54,157,12,12,27,34,217,5,14,27,0,0,35,0,6,11,72,0,16,0,0,49,0,11,0,8,0,0,231,0,14,0,33,32,33,0,12,14,0,0,12,11,36,0,0,0,0,0,13,0,0,23,32,92,0,0,46,11,1,132,0,0,21,16,10,16,15,0,0,10,0,18,0,0,12,22,24,171,55,5,2,16,0,52,10,67,274,44,20190429
20190502,0,84,197,0,17,59,16,230,5,2,10,0,0,46,0,17,11,76,12,16,0,0,50,0,12,0,29,21,0,258,12,12,0,22,32,32,0,0,7,7,0,19,12,22,0,0,0,0,0,16,0,0,0,30,139,0,15,34,10,1,181,0,0,20,0,11,26,15,0,0,10,0,11,11,7,12,7,24,156,43,5,37,16,0,26,10,81,313,56,20190502
20190503,0,83,209,0,22,58,16,285,5,37,10,12,0,32,0,6,21,58,7,16,0,12,85,0,0,0,11,12,0,228,29,0,0,22,32,31,0,23,19,0,0,12,0,22,0,0,0,0,0,5,0,0,0,16,153,0,27,20,10,1,157,0,0,20,12,34,17,15,0,0,0,1,0,11,0,12,19,12,157,44,5,60,16,0,38,10,35,313,44,20190503
20190504,0,56,156,0,0,59,34,208,5,25,10,0,0,17,0,6,0,118,0,0,0,0,54,0,0,0,31,22,0,285,20,0,0,12,32,12,0,10,0,0,0,12,12,12,0,0,0,0,0,23,0,0,0,26,102,0,28,0,8,1,170,0,0,10,7,10,10,52,11,19,0,0,32,10,0,31,36,12,175,21,5,39,16,0,16,0,109,291,42,20190504
20190505,0,55,166,11,0,69,15,268,5,13,0,24,0,25,0,6,12,106,8,0,0,11,131,0,0,0,10,33,0,266,29,7,0,12,32,32,0,10,0,7,0,12,11,12,0,0,0,0,0,46,0,11,0,22,120,0,28,0,0,1,168,0,0,0,0,28,22,30,11,11,0,0,22,10,0,23,33,24,137,11,5,42,16,0,16,0,50,291,36,20190505
20190506,0,55,179,0,0,57,27,252,28,14,0,10,0,12,2,6,24,103,0,0,0,0,84,0,12,0,10,0,0,249,10,0,14,23,32,12,0,0,14,0,7,12,12,19,11,0,0,0,0,23,0,0,0,15,93,12,16,21,0,1,168,0,0,12,0,10,11,30,11,10,12,0,10,0,0,22,15,23,141,11,5,24,16,0,17,7,85,292,47,20190506
20190507,0,53,181,0,0,47,22,273,17,13,0,10,0,11,0,6,22,114,0,0,7,0,84,0,0,0,28,0,0,236,22,11,0,12,32,12,0,0,0,0,0,12,23,38,7,0,0,0,0,15,0,0,0,22,106,11,16,10,0,1,146,0,0,0,12,0,10,30,0,10,11,0,10,0,0,22,36,22,116,11,5,24,16,0,16,0,38,291,46,20190507
20190508,0,53,157,0,0,47,15,266,17,13,0,10,0,11,0,6,22,114,0,0,0,0,92,0,0,0,21,0,0,236,22,11,0,12,32,12,0,0,0,0,0,12,23,24,0,7,0,0,0,15,0,0,0,15,90,11,16,10,0,1,146,0,0,0,12,7,10,30,0,10,11,7,10,0,0,22,36,22,116,11,5,24,16,0,16,0,50,291,53,20190508
20190510,12,32,123,7,0,64,0,260,28,14,0,0,0,49,0,6,33,96,15,42,0,12,92,12,15,0,8,0,0,253,12,15,0,22,15,20,0,0,11,0,0,24,23,12,0,7,0,0,0,15,0,0,7,16,70,25,16,10,0,1,165,0,0,0,0,8,21,31,0,0,10,0,25,0,0,23,10,34,108,0,5,49,0,0,16,0,68,292,12,20190510
20190511,22,22,118,7,0,63,11,267,5,58,0,11,0,25,0,0,32,73,15,40,0,12,71,0,15,0,0,0,0,278,0,15,0,42,15,24,0,0,10,7,0,12,12,12,0,0,0,0,0,5,11,0,0,30,59,37,16,0,0,1,176,0,0,12,0,0,10,31,11,0,21,0,24,11,0,33,29,12,153,0,5,29,12,7,16,21,58,298,12,20190511
20190512,22,22,118,7,0,63,11,267,5,58,0,11,0,25,0,0,32,73,15,40,0,12,71,0,15,0,0,0,0,278,0,15,0,42,15,24,0,0,10,7,0,12,12,12,0,0,0,0,0,5,11,0,0,30,59,37,16,0,0,1,176,0,0,12,0,0,10,31,11,0,21,0,24,11,0,33,29,12,153,0,5,29,12,7,16,21,58,298,12,20190512
20190513,22,12,104,0,0,92,0,267,5,58,0,24,0,25,0,6,24,86,15,40,0,17,53,10,15,0,12,0,0,287,0,26,0,33,15,24,0,0,10,27,12,12,23,12,0,0,0,0,0,5,0,12,0,16,60,15,16,0,20,1,158,0,0,24,7,0,10,31,11,0,0,0,24,0,0,34,37,12,185,11,5,52,0,0,16,11,57,309,2,20190513
20190514,12,12,89,4,0,129,27,269,5,36,15,10,0,26,0,59,23,110,0,31,0,21,45,10,0,0,0,11,0,321,0,11,0,46,31,24,0,0,10,22,0,12,11,12,12,0,0,0,0,26,0,0,15,34,39,16,16,0,11,1,198,0,0,12,0,15,23,46,0,0,11,0,26,0,0,32,27,12,206,30,12,51,15,0,0,17,99,325,13,20190514
20190516,12,12,162,0,0,91,27,246,28,2,15,0,0,38,0,32,34,110,0,43,0,0,26,11,0,0,0,0,0,284,0,21,12,41,43,23,0,0,0,10,0,0,0,0,11,11,11,0,0,23,0,0,15,16,104,16,16,7,10,1,169,0,0,12,0,0,0,57,11,11,10,0,16,0,0,10,27,19,161,22,5,40,0,0,0,10,85,288,12,20190516
20190517,19,11,164,7,0,79,27,247,28,13,15,0,0,35,0,30,46,97,37,31,0,0,32,12,0,0,11,7,0,281,12,10,22,12,31,12,0,0,14,0,0,0,0,0,17,17,10,0,0,15,0,0,15,23,103,16,16,24,10,1,145,0,0,12,0,0,0,56,11,0,10,0,16,0,0,0,35,12,158,11,5,30,12,0,0,0,60,288,23,20190517
20190518,12,18,162,0,0,118,28,248,28,13,0,0,0,36,0,32,34,92,34,47,0,0,0,27,0,0,11,0,0,324,12,10,22,12,47,12,0,0,18,7,0,0,0,0,12,10,10,0,0,15,0,0,0,16,77,16,0,24,10,1,169,0,0,12,0,0,0,16,0,0,10,0,16,0,0,12,12,12,178,11,5,45,12,0,0,0,88,304,22,20190518
20190519,12,24,167,0,0,123,23,270,28,26,0,0,0,38,2,32,36,80,53,78,0,0,20,26,0,0,24,0,0,326,24,10,22,11,58,36,0,0,19,7,0,0,12,0,10,17,10,0,0,15,0,0,0,16,109,16,0,20,0,0,164,0,0,12,0,0,0,26,0,0,17,1,16,0,0,0,12,12,157,0,5,56,0,0,0,0,66,304,24,20190519
20190520,12,0,247,0,7,106,58,230,28,13,0,31,0,34,0,22,34,26,33,75,0,0,11,0,0,0,10,0,0,289,32,7,12,10,63,12,0,23,24,0,0,0,43,11,10,26,8,0,0,17,0,0,0,25,171,16,0,21,12,1,204,0,0,12,0,0,0,15,0,0,12,0,16,11,0,0,12,12,141,0,5,30,11,0,15,0,137,320,68,20190520
20190521,12,0,184,0,0,112,46,286,28,2,0,22,0,16,0,22,34,26,45,73,12,14,19,0,0,0,12,0,0,290,22,0,7,10,63,12,0,24,10,27,0,0,0,10,0,10,0,0,0,5,0,0,8,24,136,16,18,0,57,1,181,0,0,23,0,0,12,27,0,0,11,0,16,12,0,0,12,23,121,0,5,28,0,12,26,27,77,316,73,20190521
20190522,39,0,207,0,11,95,46,296,28,2,0,33,0,16,0,22,34,38,27,73,33,0,24,0,0,0,12,12,0,272,22,0,0,10,91,43,0,30,10,18,0,0,0,32,0,10,0,7,14,5,0,0,0,14,131,16,0,18,33,1,160,0,0,12,0,7,0,15,0,0,10,0,27,0,0,0,12,12,102,12,5,30,0,19,26,11,55,316,67,20190522
20190523,23,0,168,11,0,134,78,235,17,2,0,0,0,11,1,22,34,38,26,74,12,0,12,0,0,0,0,0,0,306,33,0,0,0,85,12,0,30,0,10,0,12,0,22,0,10,0,0,0,5,0,0,0,26,120,0,0,10,10,1,184,0,0,24,0,0,0,15,0,0,10,0,26,0,0,0,12,24,94,11,5,12,0,24,28,10,120,308,55,20190523
20190524,24,0,161,0,0,132,78,274,17,3,0,11,0,0,1,22,22,49,26,63,10,0,12,0,0,0,0,12,0,302,22,0,0,0,73,24,0,20,0,21,0,12,12,0,0,12,0,0,0,5,0,0,0,26,111,0,0,0,22,0,182,0,0,12,0,0,0,15,0,0,10,0,25,0,0,0,12,0,115,44,5,12,0,10,16,10,105,320,32,20190524
20190525,22,0,129,0,0,122,78,258,17,26,0,12,0,11,1,22,24,27,49,63,10,0,12,0,12,0,0,0,0,327,12,23,0,0,73,36,12,10,11,10,0,12,11,0,0,0,0,0,0,5,0,0,0,16,82,0,0,0,21,1,161,0,0,12,0,0,0,15,0,0,10,0,24,0,0,0,22,11,126,22,5,12,0,10,16,10,93,304,22,20190525
20190526,22,0,181,0,0,121,78,247,17,48,0,22,0,11,1,22,33,37,26,63,10,0,12,0,0,0,0,0,0,290,12,10,0,0,85,45,0,10,11,10,12,12,11,0,0,0,0,0,0,5,11,0,0,16,124,0,0,0,21,1,161,0,0,12,0,0,0,15,0,12,10,0,24,0,0,0,23,0,118,35,5,2,11,10,16,10,104,315,12,20190526
20190528,0,11,149,0,0,122,78,208,17,47,0,34,0,10,1,22,32,36,16,63,0,0,35,0,0,0,0,12,0,269,12,10,0,0,63,34,0,11,0,0,0,22,12,0,0,0,0,0,0,5,0,0,0,16,113,0,0,0,0,1,160,0,0,0,0,0,0,15,0,0,21,0,24,0,0,12,10,0,115,0,5,2,0,0,16,0,127,288,24,20190528
20190529,0,0,149,0,12,10,32,219,84,2,0,42,0,31,1,6,32,23,0,0,0,0,36,0,0,0,0,16,11,35,12,10,16,0,23,34,15,0,10,0,0,14,11,0,0,0,11,0,0,5,0,0,15,0,75,0,11,0,0,1,10,0,0,28,0,0,0,0,12,12,39,0,11,0,0,0,10,15,101,34,5,29,0,0,0,11,57,276,33,20190529
20190601,0,37,154,4,10,11,16,231,107,25,0,32,0,0,1,6,0,12,0,11,0,11,58,11,0,0,0,0,0,12,0,0,16,0,10,36,28,0,10,11,0,28,0,11,0,0,10,0,0,16,0,0,0,0,64,0,12,35,0,1,0,0,0,16,0,12,14,0,0,10,26,23,10,0,12,0,15,42,64,23,5,38,0,0,0,0,69,300,50,20190601
20190602,11,57,153,4,10,24,16,243,107,25,0,32,0,0,1,6,0,12,0,0,0,0,45,0,0,0,0,11,0,24,0,0,16,0,10,47,26,0,33,11,0,27,0,12,0,0,10,0,0,15,0,0,0,12,54,0,0,34,0,0,12,0,0,16,0,0,14,0,0,10,16,23,10,0,0,0,15,42,62,11,5,38,0,0,11,0,57,300,39,20190602
20190603,12,59,135,0,10,0,16,243,107,24,0,32,0,47,1,6,0,22,12,12,0,0,46,0,0,0,11,12,0,23,0,12,16,0,12,48,26,0,45,12,0,26,0,23,0,0,0,0,0,15,0,0,32,10,84,0,0,43,0,1,0,0,0,16,11,0,10,0,0,0,16,12,0,0,0,0,15,63,55,22,5,38,0,0,24,0,57,300,38,20190603
20190604,20,78,106,11,0,10,16,276,107,14,0,44,0,55,1,6,11,35,12,0,0,0,24,12,0,0,0,0,0,24,12,0,16,0,0,47,16,0,43,0,0,26,11,10,0,0,0,0,32,15,0,0,10,10,44,0,0,22,0,1,11,0,0,16,0,0,0,0,12,0,27,10,0,0,12,0,15,52,101,47,5,38,0,0,20,11,69,345,48,20190604
20190605,10,73,108,12,11,11,16,276,107,25,0,43,0,85,1,6,10,44,22,0,0,0,12,0,0,0,0,11,0,32,11,11,16,0,0,70,16,11,41,0,0,16,11,10,0,0,11,0,10,5,11,0,10,21,76,0,0,30,22,1,44,0,0,16,0,0,0,0,0,0,26,1,0,0,0,12,15,42,109,32,5,28,0,0,10,10,69,345,63,20190605
20190606,0,48,105,10,12,10,16,262,107,47,12,64,0,66,1,6,10,22,10,0,0,0,33,0,11,0,11,24,0,21,32,0,16,11,0,56,16,12,30,0,0,16,0,11,0,0,10,23,21,5,0,0,0,10,73,0,11,10,32,1,43,0,0,16,0,0,0,0,0,0,26,0,0,0,0,0,15,42,100,23,5,60,0,0,23,10,56,318,59,20190606
20190607,0,49,150,10,0,10,39,260,107,36,0,42,0,42,5,6,0,10,10,0,0,0,44,0,10,0,0,22,0,10,33,0,16,10,0,74,16,10,22,0,0,16,0,11,0,12,20,22,21,27,12,0,0,10,85,0,0,23,10,1,22,0,0,16,0,0,0,0,0,0,27,1,12,0,22,0,15,42,64,22,5,50,0,0,22,0,57,306,72,20190607
20190608,0,58,141,0,0,10,16,293,107,47,0,53,0,44,5,6,0,22,0,0,0,0,20,0,10,0,11,11,11,10,32,0,16,10,0,44,16,11,43,0,0,16,0,11,0,11,10,23,12,5,0,0,0,10,86,0,0,21,10,1,22,0,0,16,0,0,0,0,0,0,16,1,0,0,22,0,15,42,56,24,5,38,0,0,23,0,35,306,59,20190608
20190609,0,58,141,0,0,10,16,293,107,47,0,53,0,44,5,6,0,22,0,0,0,0,20,0,10,0,11,11,11,10,32,0,16,10,0,44,16,11,43,0,0,16,0,11,0,11,10,23,12,5,0,0,0,10,86,0,0,21,10,1,22,0,0,16,0,0,0,0,0,0,16,1,0,0,22,0,15,42,56,24,5,38,0,0,23,0,35,306,59,20190609
20190610,0,59,128,0,11,12,28,282,107,25,11,32,0,33,5,6,12,11,0,11,0,0,32,0,10,0,11,22,0,24,20,0,27,10,0,24,16,12,44,0,12,16,0,22,0,10,0,20,10,17,0,0,0,0,62,0,0,20,0,0,48,0,0,16,0,0,0,0,0,0,39,1,0,0,22,0,26,42,78,11,5,48,0,12,20,0,46,306,74,20190610
20190611,11,49,149,0,12,11,28,258,107,14,12,32,0,35,5,6,11,44,23,0,0,0,34,0,0,0,20,10,0,33,30,0,16,0,0,35,16,10,41,0,0,16,0,11,23,20,0,32,22,5,0,0,0,0,61,0,0,30,0,0,45,0,0,16,0,0,0,0,35,0,26,1,11,0,30,0,27,42,46,23,5,38,0,0,20,0,58,294,70,20190611
20190613,21,37,120,0,10,10,16,214,107,13,10,32,0,109,5,0,10,31,43,0,0,0,34,0,12,0,0,0,0,30,0,0,16,11,0,66,16,12,10,11,0,16,24,22,12,12,0,0,0,5,0,0,0,0,54,0,0,0,0,1,32,0,0,16,0,12,0,0,12,0,26,0,31,12,0,0,15,53,85,11,5,28,12,0,0,0,68,282,68,20190613
20190614,20,37,98,4,0,10,16,214,107,14,0,32,0,79,5,6,10,20,32,0,0,0,43,12,0,0,0,12,0,20,0,11,16,11,0,54,16,11,21,0,0,16,34,22,23,0,0,0,0,5,12,0,0,0,46,0,0,0,0,1,32,0,0,37,0,10,0,0,0,0,16,0,22,11,0,0,15,53,84,0,5,40,0,0,0,12,56,282,70,20190614
20190615,20,37,94,0,0,12,28,236,107,24,0,32,0,77,5,6,0,56,32,0,0,0,32,0,0,0,0,0,0,55,0,0,16,12,0,54,16,10,22,11,12,16,33,0,23,0,0,0,0,5,0,0,0,0,42,0,0,0,0,1,36,0,0,27,0,10,0,0,0,0,16,0,20,11,0,0,15,66,66,0,5,39,12,10,0,11,46,282,60,20190615
20190616,10,27,72,0,0,11,27,225,107,25,0,64,0,42,5,6,12,23,22,11,12,0,31,0,0,0,0,0,0,33,0,11,16,10,11,44,16,10,45,0,0,16,33,0,34,0,0,0,0,5,0,0,0,0,30,0,0,0,0,1,34,0,0,40,0,21,0,0,0,0,16,0,10,10,0,0,15,63,84,22,5,39,11,0,11,11,57,282,51,20190616
20190617,0,27,75,0,0,24,40,202,107,35,0,43,0,44,5,6,43,33,22,12,12,0,41,0,0,0,0,0,0,46,0,0,16,10,0,34,16,10,21,0,0,16,11,0,33,0,0,0,0,17,11,0,11,0,32,0,11,0,0,1,47,0,0,26,0,10,0,0,0,0,28,0,0,21,0,0,15,52,76,21,5,38,24,0,0,10,68,282,26,20190617
20190618,0,27,99,0,0,21,26,236,107,25,21,54,0,22,5,0,33,56,12,0,0,0,43,11,0,0,0,0,11,31,0,0,16,12,0,12,16,10,20,0,0,16,11,0,34,0,11,0,0,5,0,0,11,0,56,12,0,0,0,1,43,0,0,38,0,10,0,0,0,0,27,0,0,21,0,0,15,42,61,43,5,38,10,0,0,10,58,306,26,20190618
20190620,23,16,87,0,0,22,0,279,114,2,20,0,0,24,1,6,32,92,10,0,0,0,49,0,24,0,23,0,0,27,0,11,0,12,0,58,16,0,10,0,0,28,23,22,28,0,20,0,0,5,0,0,10,0,51,0,0,48,0,1,10,0,0,10,0,26,0,0,0,0,26,0,35,10,11,0,26,32,99,22,5,18,0,0,0,0,61,352,16,20190620
20190621,23,16,87,0,0,22,0,290,114,2,20,0,0,24,1,6,32,92,10,0,0,0,49,0,24,0,23,0,0,27,0,11,0,12,0,58,16,0,10,0,0,28,23,22,28,0,20,0,0,5,0,0,10,0,51,0,0,48,0,1,10,0,0,10,0,26,0,0,0,0,26,0,35,10,11,0,26,32,99,22,5,18,0,0,0,0,62,352,16,20190621
20190623,20,16,88,10,0,24,0,295,114,13,23,0,0,22,1,6,24,67,10,10,10,0,51,0,12,0,0,12,12,59,0,11,0,12,36,22,16,12,10,12,0,26,0,0,28,11,12,0,0,5,0,12,0,0,41,0,0,24,12,1,57,0,0,0,0,46,0,10,0,0,16,0,10,0,10,0,26,32,123,44,5,42,12,0,0,0,57,352,47,20190623
20190624,10,16,105,10,11,10,0,328,91,26,21,0,0,22,1,6,33,55,0,22,10,0,38,0,12,0,0,10,0,57,0,0,0,12,10,12,16,0,10,10,0,26,12,12,28,11,33,0,0,5,23,10,0,0,70,0,0,24,12,0,53,0,0,0,0,34,0,10,0,0,16,0,10,12,10,0,38,32,87,32,5,28,10,0,12,0,24,340,68,20190624
20190626,11,37,110,0,0,10,11,222,114,15,20,0,0,22,1,0,44,37,0,25,10,0,75,0,12,0,15,10,15,32,0,0,0,12,40,12,0,12,0,10,12,0,11,15,16,10,20,0,0,5,10,25,0,0,76,0,11,35,24,0,35,0,0,0,0,28,0,10,0,0,0,1,12,12,0,0,37,16,122,11,5,28,32,0,0,0,106,328,56,20190626
20190627,12,37,93,0,0,12,0,258,114,3,10,0,0,33,1,18,22,47,0,15,0,0,87,0,12,0,15,0,15,34,0,0,0,12,41,12,0,10,0,0,11,0,0,15,16,10,20,0,0,5,10,25,0,12,60,0,12,24,23,11,49,0,0,0,0,28,0,0,0,0,0,11,10,0,0,11,26,27,145,11,5,18,10,0,0,0,58,316,45,20190627
20190628,21,22,96,0,0,42,0,210,91,2,0,24,0,59,1,16,19,36,0,40,12,0,75,0,12,11,0,11,16,58,0,12,41,0,28,12,0,0,12,0,10,0,0,0,28,0,0,0,0,5,0,28,0,12,23,0,10,45,12,1,37,0,0,0,11,28,0,0,12,0,0,1,0,0,0,20,16,20,157,21,5,24,0,0,23,0,129,328,12,20190628
20190629,20,33,87,0,0,32,0,270,91,26,0,20,0,61,1,16,7,36,0,16,0,12,54,0,0,0,0,0,16,55,12,12,51,0,27,12,0,0,0,0,10,12,0,0,28,0,0,0,0,17,0,16,12,12,33,0,21,24,12,1,26,0,0,0,0,26,0,0,11,0,12,12,0,0,0,10,16,21,138,32,5,2,0,0,20,0,69,328,12,20190629
20190630,22,36,67,11,0,30,0,366,91,36,0,10,0,59,1,16,7,26,0,16,15,10,66,0,0,0,0,0,16,30,0,12,54,0,16,0,0,0,12,0,0,10,0,11,12,0,0,0,0,16,0,16,0,12,20,0,0,10,12,1,26,0,0,0,0,26,1,0,0,0,12,0,0,0,0,0,27,0,164,34,5,2,0,0,10,0,24,356,26,20190630
20190702,30,24,111,24,15,20,0,90,91,35,0,11,0,31,1,22,79,23,0,12,16,10,23,0,0,0,0,0,15,10,0,23,62,0,12,0,0,0,39,0,15,10,0,12,12,26,0,31,15,16,0,0,0,12,51,0,15,34,12,2,21,56,56,12,0,32,1,0,0,0,12,0,0,12,0,0,34,0,150,43,5,2,11,0,0,0,0,90,54,20190702
20190703,10,24,146,20,15,10,12,90,68,24,10,12,0,22,1,22,60,12,0,0,38,21,24,0,12,0,0,0,15,10,0,24,42,0,10,48,0,0,39,0,15,10,0,23,12,14,0,31,15,15,0,0,0,0,58,0,15,22,0,2,24,68,68,0,11,32,1,0,0,0,24,0,0,11,0,0,20,0,128,55,5,2,12,23,0,24,0,90,48,20190703
20190704,10,24,134,20,0,10,12,90,80,24,10,12,0,22,1,22,60,12,0,0,38,21,24,0,12,0,15,0,0,10,0,24,25,0,10,48,0,0,39,0,42,10,0,23,12,16,0,32,0,15,0,0,0,0,46,0,0,22,0,2,12,68,68,0,11,32,1,0,0,0,24,0,0,11,0,0,20,0,96,55,5,2,12,23,0,24,0,90,36,20190704
20190705,10,12,126,10,0,10,0,70,80,24,11,0,0,24,1,22,60,0,0,0,26,21,32,0,12,0,15,0,12,11,0,12,25,0,35,47,0,0,48,0,42,10,0,0,12,16,0,32,12,15,0,0,0,0,34,0,0,36,0,1,10,56,56,0,10,32,10,0,24,0,12,0,0,12,0,0,10,0,119,45,5,2,0,10,0,23,0,70,42,20190705
20190706,0,12,120,10,0,12,0,30,80,24,11,0,0,44,1,22,60,11,0,11,24,10,43,0,12,12,16,0,12,12,0,12,26,0,21,47,0,0,48,11,32,0,0,0,12,16,0,73,53,15,0,0,22,0,53,0,0,36,0,1,20,46,35,0,12,42,10,0,23,0,12,0,0,12,0,11,10,0,85,45,5,2,0,24,0,23,0,30,53,20190706
20190707,0,12,120,10,0,12,0,30,80,24,11,0,0,44,1,22,60,11,0,11,24,10,43,0,12,12,16,0,12,12,0,12,26,0,21,47,0,0,48,11,32,0,0,0,12,16,0,73,53,15,0,0,22,0,53,0,0,36,0,1,20,46,35,0,12,42,10,0,23,0,12,0,0,12,0,11,10,0,85,45,5,2,0,24,0,23,0,30,53,20190707
20190709,0,28,111,0,0,44,28,60,29,69,10,0,0,55,1,18,58,22,0,11,10,40,63,0,16,0,0,0,10,23,0,21,12,0,11,83,11,0,37,16,10,16,0,16,12,10,0,0,22,31,0,0,0,0,60,0,11,10,0,4,0,77,77,28,10,0,1,0,34,0,28,0,0,10,0,0,16,22,53,34,5,18,28,20,0,42,16,60,50,20190709
20190710,0,28,77,12,0,43,16,60,29,68,10,0,0,55,1,6,72,22,24,0,0,30,63,0,16,0,12,0,31,23,0,24,33,0,0,97,0,0,28,16,10,16,0,16,0,0,0,10,51,31,0,0,0,0,46,0,0,0,0,5,0,88,88,16,0,0,1,0,33,0,16,0,0,0,0,0,16,12,44,22,5,18,16,24,0,46,16,60,62,20190710
20190711,0,16,59,0,0,0,16,90,29,81,0,0,0,59,1,6,79,91,23,0,0,16,66,12,16,0,11,0,22,42,0,32,10,0,12,87,0,0,36,0,0,0,0,16,0,0,12,21,53,40,0,0,0,0,38,0,12,0,0,4,11,73,73,72,0,11,1,0,11,0,16,0,0,0,0,0,16,12,86,23,5,2,16,31,0,32,0,90,62,20190711
20190712,0,16,109,0,0,0,16,90,29,92,12,0,0,56,1,6,70,71,48,12,12,16,76,0,28,0,20,0,0,34,12,22,32,0,12,84,0,0,38,0,11,0,0,16,0,0,11,0,32,26,0,0,0,0,27,0,0,0,0,3,12,72,72,43,0,0,1,0,11,0,16,0,0,0,0,0,0,0,60,11,5,2,28,10,38,22,0,102,49,20190712
20190713,0,16,131,10,0,0,16,90,29,92,0,0,0,65,1,6,59,74,32,0,33,16,52,0,16,0,20,0,0,21,11,11,42,0,0,82,0,0,39,0,11,0,0,16,0,0,10,0,32,26,0,0,11,0,26,0,0,12,0,4,11,72,68,56,0,23,1,0,11,0,16,0,0,0,0,0,0,0,60,0,5,2,16,12,15,12,0,90,38,20190713
20190714,0,0,102,10,0,0,0,90,29,87,12,32,0,101,1,6,48,113,52,0,23,0,23,0,11,15,22,0,0,22,39,12,32,0,0,65,0,0,12,0,10,12,0,38,26,0,10,0,32,15,0,0,12,0,10,0,11,10,0,19,0,68,68,52,11,12,0,0,12,0,0,0,0,21,0,0,0,37,75,11,5,34,15,0,0,12,0,90,12,20190714
20190715,0,0,104,10,0,0,0,90,29,76,12,11,0,113,1,6,60,136,52,0,22,0,23,0,0,15,0,0,0,22,25,12,22,0,0,53,11,0,12,0,20,12,0,27,15,0,20,12,22,25,0,0,12,0,32,0,0,24,0,19,12,68,68,42,0,12,0,0,12,0,0,0,0,11,12,0,0,35,85,11,5,13,15,0,0,0,0,90,34,20190715
20190717,0,12,100,0,0,0,0,90,29,66,24,36,0,89,1,6,72,102,42,0,10,0,21,0,12,15,0,0,0,22,25,0,33,12,0,31,12,0,22,0,10,10,12,38,15,0,10,0,10,15,0,0,0,0,21,0,12,10,0,18,22,69,64,42,0,0,0,0,10,0,12,0,0,12,0,0,12,27,100,33,5,26,15,0,0,12,0,90,34,20190717
20190718,0,12,104,0,0,52,0,90,29,66,23,10,0,64,1,6,72,38,32,0,20,0,20,0,0,16,0,0,12,48,26,0,34,12,0,16,0,0,10,0,0,10,22,10,16,0,0,0,0,5,0,0,0,0,10,0,0,10,0,18,32,93,93,32,0,0,0,12,22,12,10,0,11,21,0,0,11,20,145,35,5,38,16,0,0,21,0,90,22,20190718
20190719,0,12,104,0,0,30,0,80,29,66,36,10,0,76,1,6,72,37,32,0,10,0,10,0,0,16,0,0,24,50,16,0,11,12,0,16,0,0,4,0,0,10,22,10,28,0,0,0,0,5,0,0,0,0,10,0,12,34,12,18,31,82,82,32,0,44,0,0,21,12,10,0,10,32,11,0,12,10,133,56,5,27,16,0,0,34,0,80,22,20190719
20190720,0,12,126,0,0,42,0,80,29,66,22,10,0,54,1,6,72,16,32,12,12,0,0,0,0,16,0,0,12,48,16,12,12,12,0,16,0,0,0,0,0,10,23,0,16,0,0,0,0,5,0,0,0,0,22,0,11,33,0,18,32,72,67,32,0,10,0,0,22,12,10,10,21,31,0,0,22,10,143,44,5,27,16,12,0,20,0,80,22,20190720
20190721,0,12,163,0,0,32,0,90,29,87,34,0,0,44,1,6,72,54,32,27,27,0,0,0,0,16,27,0,24,57,31,11,10,24,0,28,0,0,0,0,0,0,11,0,27,0,0,0,12,5,12,0,0,27,21,12,24,35,0,20,21,88,78,12,0,10,0,0,11,12,10,11,35,22,0,0,21,0,143,32,5,14,31,11,0,20,0,102,12,20190721
20190722,0,12,175,0,0,32,12,90,29,76,20,0,0,44,1,6,72,42,32,16,16,0,0,0,0,27,16,0,33,22,42,24,22,23,0,28,0,0,12,11,0,12,12,11,16,0,0,0,32,5,0,0,0,28,24,0,10,45,0,19,0,78,77,12,0,10,12,0,0,12,22,12,35,20,0,11,10,0,143,32,5,2,31,10,0,20,0,90,14,20190722
20190723,0,24,148,0,0,32,0,90,29,76,10,0,0,44,1,6,60,55,32,16,16,0,0,0,0,16,16,0,22,32,31,10,22,24,0,40,0,23,11,0,0,11,11,0,16,0,0,0,10,5,0,0,0,16,21,0,10,32,0,20,12,88,78,0,0,22,12,0,0,12,12,10,47,20,0,0,0,0,132,33,5,2,31,10,0,0,0,90,14,20190723
20190724,0,12,182,0,0,43,11,90,29,76,10,0,0,56,1,27,48,41,32,16,28,0,12,0,0,16,16,0,10,31,42,10,22,22,0,40,0,10,24,0,12,12,0,0,16,0,0,0,10,5,22,0,0,16,41,0,10,22,0,19,11,87,87,0,0,21,12,0,0,0,12,10,36,10,0,0,0,0,121,33,5,2,42,10,0,0,0,90,29,20190724
